doc_id,lemma
sentence_402,"En décembre 2003 , les Libéraux of nt laissé mourir au feuilleton , pour une deuxième fois d’affilée , le projet de loi care - 26 qui devain donner le mandat à l ’Office national des transport do Canada de contrôler le bruit , les émission et les vibration créé par les wagon ."
sentence_403,Les Canadiens qui travaillent fort se préoccupent de plus en plus
sentence_404,and achieve a resolution of the softwood lumber dispute in accordance with canadian and american legal rights and obligation .
sentence_405,"in 2007 , the government announce that it be prepare to use the federal trade and commerce power to strengthen the canadian economic union ."
sentence_406,"over the past decade , the Auditor General have repeatedly blow the whistle on liberal corruption ."
sentence_407,"over 150,000 small business have be set up since 1997 ."
sentence_408,"student will have to apply for the bursary ; they will be allocate to the 1,000 student who need they most ."
sentence_409,help small business upskill staff with target skill development incentive .
sentence_41,stand up for Small Business
sentence_410,"more assisted living and ' step - down ' facility for those leave in - patient care , and more support for independent living for those with chronic mental health condition ."
sentence_411,"Invest in clean , green infrastructure : Fine Gael 's NewERA plan will help transform Ireland into a low carbon and competitive economy by invest a extra € 7 billion into new modern infrastructure in area such as energy and broadband ."
sentence_412,we will contribute $ 7.5 million for stage 2 of the Rail trail - from old Casino Station to back Creek bridge at Bentley .
sentence_413,a political system that refuse to be accountable to its citizen ;
sentence_414,"increase the Standard rate income tax band by € 3,000 for a single person and € 6,000 for a couple ."
sentence_415,and higher level of participation for Indigenous supplier and worker .
sentence_416,civil partnership : we will amend tax law in a second Finance act in 2011 to give effect to the rights for civil partner and cohabiting couple introduce in the civil partnership act 2010 .
sentence_417,we must also make it easier for parent to build strong family through pay equity .
sentence_418,and secure the entitlement of EU national in Britain and british national in the EU .
sentence_419,"Recognise that a apprenticeship ought to be acknowledge as a valuable third level education and a better competency base approach for some trainee professional , we propose a new innovative National Apprenticeships programme in line with the european Framework for quality and Effective Apprenticeships to help meet workforce need and skill shortage ."
sentence_42,Labor will always provide city -centric government and regional Australians will always be the poorer for it .
sentence_420,by raise the minimum income guarantee to £ 100 each week ( £ 154 for couple ) in 2003
sentence_421,guarantee that no -one will face unaffordable nursing home care cost .
